AuthorID,Author,Date,Content,Attachments,Reactions
"650787257082576924","Abhay28#8893","06/01/2021 12:29 AM","I’m really late as I committed so so long ago but I’ll be extremely excited to attend Virginia Tech(Honors College) for computer engineering, class of 2025. Go Hokies!!!! It was so nice to meet you all on this server, and best of luck to everyone! You’ll all do amazing, keep up the hard work!","","alphav (36),alphai (30),alphar (28),alphag (27),🇮 (28),alphan (24),ℹ️ (25),alphaa (25),ataycelebrate (14),alphat (27),alphae (25),alphac (26),alphah (25),carlvibe (9),🧑‍💻 (11),heartato (12),peepocelebrate (12),prayingemoji (7),prayingreversed (7),🥳 (11)"
"537111285054046228","antgalaxy#4595","06/02/2021 11:15 PM","Committed to Northwestern's Class of 2024!  Thank you to everybody on A2C for being really kind, compassionate, and welcoming.  I can't express with words how much I really appreciate it, but it means so much, and I can't wait to root for all of you in the Class of 2026 or future transfer students because I know any college would be lucky to have you join them.","","peepocelebrate (110),🎉 (63),alphan (75),alphao (59),alphar (57),alphat (57),🇼 (54),alphae (55),silver (54),🇹 (54),📧 (53),🇷 (52),🇳 (54),⭐ (60),🐐 (42),pikaoh (36),alphap (42),⭕ (42),alphag (41),catsip (37)"
"576577732406804483","acorn9000⍨#6969","06/04/2021 1:27 PM","Committed to Berkeley for class of 2025. Wanna study CS and possibly math/stats. Go bears 🐻","","alphac (51),alphaa (37),alphal (37),alphau (30),🇨 (29),alphab (29),alphae (28),alphar (27),alphak (26),🇪 (24),🇱 (24),alphay (24),peepocelebrate (17),gradkek (16),🧸 (17),🤑 (15),🥳 (16),🎉 (16),2️⃣ (11),5️⃣ (12)"
"456226577798135808","Deleted User#0000","06/14/2021 2:30 PM","rice 2025 for bizness. yay! 🍚","","roohappy (40),🍚 (38),heartlove (24),peepocelebrate (20),🎉 (19),🥳 (20),alphar (24),alphai (25),alphac (23),alphae (22),carlvibe (8),gradkek (8),🍙 (11),🎑 (9),🍘 (9),Rice (10),🌾 (9),ricehowdy (7),🇺🇸 (10),tada_animated (11)"
"745845009797873775","cinnitoasts#4151","06/16/2021 5:55 PM","haven't been on here in a while so kinda late, but committed to uc berkeley for eecs! looking forward to the next four years :)","","🎉 (42),🐻 (21),🇧 (23),🇪 (18),🇷 (19),🇰 (22),🇱 (19),🇾 (19),carlvibe (12),pikawave (10),blobrainbow (12),pepesaber (9),alphau (13),alphac (13),✨ (13),alphab (16),alphae (18),alphar (18),alphak (17),dograve (12)"
"690422363120074784","houseparty101#8015","06/17/2021 12:08 AM","about time, but i've committed to northeastern university for cs & math! i'll be joining the honors program and specializing in ML/AI! go huskies! :peepocelebrate:","","🎉 (41),alphan (29),alphae (23),alphau (22),sphereflush (12),bigbrain (12),🥶 (11),🐐 (13),snoocool (11),peepoblush (10),alphac (7),alphao (6),alpham (8),alphap (7),🇺 (7),alphat (7),🇪 (7),alphar (7),🥳 (7),peepocelebrate (7)"
"646450437511446560","Saxocrat#4300","06/23/2021 2:02 AM","UCSD Computer Engineering lol never posted on here 😦 but im gonna love sunny sandy eggo :))","","🥳 (40),alphau (30),alphac (29),alphas (28),alphad (29),🎉 (18),🇨 (14),alphao (14),alpham (13),alphap (13),🇺 (13),alphat (12),alphae (13),alphar (13),peepocelebrate (12),🥚 (9),🌅 (10),💻 (6),2️⃣ (6),5️⃣ (6)"
"357974153485090827","Cgducky#7678","06/24/2021 1:25 PM","Committed to Columbia for Computer Science!!  :dogekek:","","🎉 (88),alphac (44),alphao (39),alphal (40),alphau (37),alpham (41),alphab (38),alphai (38),alphaa (39),peepocelebrate (21),roohappy (13),vibecat (17),peepoparty (12),yanhugheart (13),kermlove (12),carlthrowheart (11),blobconga (11),pepesaber (10),🤗 (12),fheart (10)"
"456226577798135808","Deleted User#0000","06/26/2021 2:15 AM","It's been a while! I'm committed to UC San Diego for Electrical Engineering! Go Tritons!","","🥳 (49),alphau (38),alphac (38),alphas (39),alphad (37),peepocelebrate (17),🎉 (18),❤️ (17),zoopreverse (11),zoop (11),stonks (14),roohappy (11),snoocool (16),catsip (10),carlpat (9),blobheart (12),bigbrain (11),based (11),heartlove (10),yuh (9)"
"332677084352610305","Tree#4301","07/02/2021 4:32 PM","Did this a very long time ago but committing to UWM (milwaukee) and actually just finished signing up for classes with my counselor. Digital Arts and Culture major! 👍 :vibecat: :woo: (hmu if you also going to uwm)","","peepocelebrate (41),alphau (31),alphaw (30),alpham (30),🥳 (19),upvote (10),zoop (9),prayingemoji (9),stonks (10),snoocool (8),👍 (7),doggohand (10),starlove (8),carlheart (9),blobheart (8),hiro (8),ricehowdy (8),bigbrain (9),PrisGroove (8),roohappy (9)"
"270929287387938826","Apatheon#4771","07/10/2021 2:59 AM","ASU Barrett '25 for Medical Studies B.S. (Pre-Med Track) Fork 'em :ohgod:","","peepocelebrate (27),🎉 (19),🔱 (18),alphaa (22),alphas (25),alphau (22),🥳 (15),prisgroove (10),frogcool (13),bigbrain (10),roohappy (11),stonks (10),prayingemoji (10),zoopreverse (12),carlheart (10),salute (11),howdy (11),duckcool (10),👑 (10),😩 (10)"
"446321073894457346","saltychild#3713","07/17/2021 6:48 PM","never saw this channel until now lol but excited to be going to UCI for Criminology and (hopefully) Political Science! Zot Zot Zot!","","peepocelebrate (24),prayingemoji (14),hiro (13),upvote (12),zoop (10),zoopreverse (10),carlheart (10),bigbrain (11),howdy (10),🇺 (20),🇨 (20),🇮 (20),alphau (16),alphac (14),alphai (16),saul (11),smugdoge (7),upvoteultrasupreme (7),prayingreversed (7),prisgroove (7)"
"252471958489268225","tasty#4496","12/17/2021 9:23 AM","Committed to Florida Gulf Coast University for Political Science and Legal Studies! Wings up!","","based (40),🥳 (28),peepocelebrate (25),roohappy (20),alphaf (25),alphag (24),alphac (22),alphau (22),eBlobDance (15),zoop (14),zoopreverse (13),alphai (8),🦅 (4)"
"239840205216022528","triggyrd#0507","12/18/2021 2:02 PM","Committed to Penn State University (University Park) for Computer Engineering!! #WeAre 🦁","","based (45),alphap (47),alphas (42),alphau (40),🖊️ (20),peepocelebrate (17),dance (17),isaclapyay (13),alphai (7),🥳 (7),😎 (5)"
"756676673075675217","shaira#7615","12/23/2021 1:13 AM","Committed to New York University’s class of 2026 for Economics and Urban studies! 💟","","🥳 (71),blobhug (30),roohappy (23),alphan (55),alphay (47),alphau (48),co26 (19),hypecat (19),PESgn_Congrats (18),zzmilkwow (17),starlove (13),alphai (7),😎 (6)"
"222138138468941824","Vileknox#7497","12/23/2021 5:37 AM","Committed to Dartmouth for environmental science and engineering","","alphad (89),alphaa (53),alphar (53),alphat (53),alpham (52),alphao (50),alphau (51),🇹 (51),alphah (49),🥳 (39),CH_PepeDanceBeer (11),yay (10),Dartmouth (18),🎯 (14),👄 (12),alphai (8),😎 (6)"
"732298932872413224","nightimestar#6670","12/25/2021 8:48 PM","Committed to Wellesley College for psychology :)","","alphaw (67),alphae (40),alphal (37),🇱 (35),🇪 (35),alphas (34),🇮 (32),📧 (33),alphay (32),based (15),peepocelebrate (17),cat_dance (10),zzmilkwow (9),PESgn_Congrats (12),alphai (8),😎 (5),catsip (4)"
"531037616594747433","MehInc#9443","01/03/2022 1:02 AM","**(very late-CO' 2025 late)** committed to university of illinois at urbana-champaign for computer sciencee and musicc! 🎵 🖥️","","⭐ (42),alphau (39),alphai (45),🇺 (33),alphac (33),troll (15),alphad (20),alphae (18),🇪 (19),alphaz (16),pboy (11),alphan (18),alphav (20),alphat (16),alphas (19),🎹 (10),zoopreverse (8),🙈 (3)"
"259785472224526336","j-kt#5287","01/06/2022 2:10 AM",":pikawave: committed to yale uni 🐶","","🥳 (81),🇾 (66),🇦 (62),🇱 (61),🇪 (61),😈 (23),Yale (40),⭐ (31),💋 (22),😺 (18),🙀 (19),😹 (19),😸 (18),roowow (18),😎 (14),alphah (3),alphaa (2),alphar (2),alphav (2)"
"783018075481571358","dredre#6779","01/06/2022 7:26 AM","Committed to Columbia University for Biomedical Engineering !! Go Lions 🦁💙🏙","","alphac (79),alphao (54),alphal (53),alphau (51),alpham (52),alphab (52),alphai (52),alphaa (53),🎉 (29),🇼 (25),peepocelebrate (20),party (24),⭐ (31),congrats (13),😎 (9),🦁 (10)"
"756023740868984943","Viola#7671","01/06/2022 2:01 PM","committed to mount holyoke college for geology and physics :D","","🥳 (42),alpham (32),alphah (30),🇨 (27),❤️ (14),⭐ (21),PESgn_Congrats (14),PepeYay (13),HYPERCLAP (13),lizardpog (12),PogFish (11),🪨 (12),PU_pepeHmmMath (12),fboy (5)"
"683882418842894413","twinkdemon#0996","01/06/2022 8:33 PM","committed to Davidson College (: go wildcats yass😼","","catno (31),alphad (31),alphaa (26),alphav (26),alphai (26),🇩 (25),alphas (26),alphao (25),alphan (25),catpop (17),TDK_kittydanceOwO (15),PepeYay (16),PESgn_Congrats (14),ycatlipbite (16),⭐ (19)"
"305451901657284608","duck8#7502","01/07/2022 3:46 AM","idk committed to vandy a while back ⚓️⬇️","","alphav (70),alphaa (47),alphan (46),alphad (46),alphay (47),naeleft (22),🥳 (28),naeright (24),⭐ (28),zoop (17),⚓ (16),⬇️ (13),alphah (11),smugdoge (5)"
"535670385845338112","Air#8312","01/10/2022 4:37 PM","Just committed to Rochester Institute of Technology for Computer Science!!! Go tigerssss!!!!!! 🐯 :carlbongo:","","🇼 (45),🎉 (24),alphar (44),alphai (43),alphat (44),🥳 (20),⭐ (14),👨🏿‍🦰 (10),🆒 (8)"
"722831565079576668","dv#8973","01/13/2022 4:31 AM","Commited to Cornell a few days ago!!","","alphac (83),alphao (58),alphar (57),alphan (59),alphae (58),alphal (54),peepocelebrate (29),duckcool (19),🇱 (32),🇩 (16),🇻 (16),🇵 (18),🇴 (18),🇬 (18),🌽 (27),🇼 (15),check (19),⭐ (21),angry (5),😬 (3)"
"287413261916307456","cdycus#2376","01/13/2022 9:47 PM","commited to carnegie mellon university for mechanical engineering:peepocelebrate:","","alphac (82),alpham (72),alphau (70),🥳 (38),⭐ (27),stonks (18),prisgroove (14),😎 (17)"
"456226577798135808","Deleted User#0000","01/19/2022 5:15 PM","committed to Trinity College CT (undecided) !! 
:)","","alphat (54),alphar (38),alphai (38),alphan (38),🇮 (35),🇹 (40),alphay (39),🥳 (23),alphac (18),alphao (17),2️⃣ (19),6️⃣ (20),⭐ (22),upvote (19),👍 (18),peepocelebrate (19),roohappy (16),💪 (16),stonks (16),based (18)"
"587379029313847319","brycemicerice#8580","01/23/2022 8:49 AM","Committed to UPenn Huntsman for Mandarin!! Quaking :frogcool:","","demonic_cat (51),alphap (53),alphae (45),🇳 (46),⭐ (37),poggies (32),vibecat (29)"
"294965032054292480","IX | Green#3759","01/28/2022 9:42 PM","Committed to Grinnell College!!! (Undecided)","","alphag (45),alphar (34),alphai (34),alphan (33),🇳 (32),alphae (31),alphal (29),🇱 (26),carlvibe (12),peepocelebrate (13),starlove (11),peepolove (11),⭐ (15),roohappy (10),alphac (13),alphao (13),2️⃣ (13),6️⃣ (13),🇭 (7),🇪 (7)"
"228233350630866944","ivamaykov#5978","01/30/2022 3:09 AM","just committed to northeastern for DS/Business !!","","🥳 (33),alphan (38),alphae (35),alphau (32),peepolove (15),upvote (16),check (13),fheart (11),stonks (12),smugdoge (11),🐺 (10),⭐ (8)"
"231870424718245888","Joshoowuh#1523","01/31/2022 6:57 PM","WERE GOING TO UMD AEROSPACE ENGINEERING!!! (ima build a rocket and leave you all behind on this planet.  ceeya later nerds)🚀 🚀 🚀 🚀","","🐢 (43),🚀 (46),alphau (52),alpham (52),alphad (52),atada (21),🎉 (26),carlvibe (18),vibecat (23),peepocelebrate (16),blobrainbow (13),⭐ (11)"
"375128684689883139","hatsumeluki#8437","02/04/2022 5:14 PM","Committed to tufts university for interdisciplinary art and probably earth science :frogcool:","","alphat (61),alphau (45),alphaf (41),🇹 (40),alphas (42),atada (19),🐘 (16),carlvibe (12),🌎 (11),🎨 (11),blushsweat (8),⭐ (7)"
"492515157247787019","esenia#0001","02/04/2022 7:49 PM","committed to bryn mawr college for philosophy with a minor in education! 🦉","","alphab (53),alphar (38),alphay (37),alphan (36),alpham (34),alphaa (33),alphaw (33),🇷 (33),carlvibe (15),atada (17),🦉 (16),📚 (15),💜 (8),⭐ (8)"
"385942136329207809","EffectiveCustard#9132","02/05/2022 1:03 AM","Committed to Tufts University for engineering (probably electrical or mechanical but I'm indecisive) :mania:","","🥳 (49),alphat (67),alphau (52),alphaf (50),🇹 (50),alphas (49),⭐ (8)"
"543016704591134720","zugzwang#8383","02/09/2022 1:48 AM","committed to northeastern university for cybersecurity and criminal justice :)","","innocenteyes (40),🥳 (42),alphan (66),alphae (55),alphau (53),alphap (26),alphao (26),alphag (26),peepocelebrate (11),⭐ (9)"
"322394668249645061","peety#0209","02/12/2022 6:13 PM","Committed to Johns Hopkins University!! :smugdoge: 💙","","alphaj (106),alphah (84),alphau (79),atada (33),carlvibe (22),sirenblue (29),🥳 (32),⭐ (12),😭 (8),🥍 (8),🥽 (5),🐦 (4)"
"691128204986941491","tornadoalli#8523","02/13/2022 5:09 PM","committed to UMD for geology :)) 🐢 🐢 🐢","","alphau (54),alpham (52),alphad (48),🌎 (22),🐢 (27),atada (22),carlvibe (22),🪨 (18),⭐ (10),🥳 (4)"
"186310020365811721","Hollex#4847","02/14/2022 1:48 PM","Committed to Texas A&M for Computer Engineering!!  ✌️ 🤟 👍","","alphat (64),alphau (51),alpham (48),alphaa (49),🐕 (21),🖥️ (24),atada (23),carlthrowheart (21),🥳 (24),peepocelebrate (22),⭐ (15),👍 (8)"
"113771249620090880","Cheeky#8706","02/26/2022 5:41 PM","Committed to Virginia Tech for Computer Science! (And in talks with the coach about running track for them)","","alphav (59),alphaa (40),alphat (42),alphae (39),alphac (40),alphah (42),🐦 (16),🖥️ (16),🏃 (23),carlvibe (14),vibecat (16),atada (15),⭐ (7),🥳 (4)"
"481267143309262870","madeleine#0300","02/27/2022 3:16 PM","Committed to Uni of Arkansas for Honors polisci and oboe performance and a minor in philosophy :D","","👍 (31),alphaa (34),alphau (33),🎺 (23),🇺 (24),🇦 (25),🇷 (27),🇰 (24),alphaf (15),🐖 (13),⭐ (11),🥳 (4)"
"332237908004306945","luckystripes#3809","02/27/2022 7:25 PM","Committed to McGill University for psych w a minor in the social studies of medicine and behavioural science!","","alpham (56),alphac (46),alphag (43),alphah (30),alphai (43),alphal (40),🇱 (35),💊 (17),🧠 (16),mcgill (17),⭐ (11),🥳 (4)"
"729228059164803167","sleeper agent#1017","03/01/2022 9:16 PM","committed to UChicago :carlshake:","","alphau (115),alphac (81),alphah (84),alphai (77),🇨 (64),alphaa (65),alphag (63),alphao (63),carlvibe (27),atada (26),⭐ (16),🎡 (12),🥳 (4)"
"189405094452789257","BossChecker#0975","03/02/2022 5:14 PM","Committed to the University of Central Florida for Computer Engineering and the Burnett Honors College!","","💗 (32),alphau (49),alphac (47),alphaf (50),carlvibe (23),atada (18),✨ (17),peepocelebrate (12),⭐ (15),🐊 (11),🥳 (11)"
"310671045239635969","cxrt#6492","03/05/2022 8:28 PM","Committed to Rice University for Computer Science w/ minors in Data Science & Business! >:D","","🍚 (87),🦉 (47),alphar (65),alphai (56),alphac (58),alphae (57),💻 (31),stonks (22),💼 (21),⭐ (12),🥳 (5)"
"480433869393494016","rhu#3638","03/11/2022 7:03 PM","Commited to Wake Forest University for Sociology and Politics & International affairs! 💗","","alphaw (62),alphaf (50),alphau (45),vibecat (20),carlvibe (19),atada (19),RDJScream (11),⭐ (14),🥳 (3)"
"451917183019253760","AriZona#7925","03/13/2022 10:45 PM","Committed to Iowa State University for Engineering w Honors!","","alphai (56),alphas (55),alphau (50),🥳 (24),peepocelebrate (17),salute (14),🌽 (16),⭐ (13)"
"851332607220121600","qyuo#0378","03/14/2022 7:13 PM","Committed to UT Austin for CS!","","👍 (43),alphau (70),alphat (67),alphaa (52),check (25),🇺 (32),alphas (35),🇹 (34),alphai (33),alphan (32),peepocelebrate (14),💻 (15),👨‍🔬 (15),bigbrain (17),⭐ (15),❤️ (16),🤘 (9),🥳 (3)"
"406853501399072780","Harini#0367","03/17/2022 2:28 PM","Committed to Berklee College of Music for Music Therapy!","","🥳 (71),alphab (44),alphae (41),alphar (41),alphak (40),alphal (40),🇪 (38),3️⃣ (36),🎶 (32),🎵 (26),⭐ (19),💟 (13),💗 (13),🎷 (8),alphas (5),🇺 (5),🇸 (5)"
"482253546939613205","Primal Cookie#5023","03/18/2022 10:35 AM","Committed to the University of Florida for journalism!","","🥳 (51),dance (27),GES_Newspaper (25),alphaf (40),alphal (38),alphao (38),alphar (38),alphai (38),alphad (36),alphaa (37),💙 (20),🧡 (20),🐊 (23),💖 (18),🌷 (12),⭐ (11)"
"417163863683891201","bleach#6669","03/19/2022 3:30 PM","Committed to UC Irvine for Social Ecology!","","🥳 (58),alphau (53),alphac (50),alphai (51),coolblush (27),⭐ (25)"
"753153405551247431","hiddenburrito#3294","03/19/2022 7:30 PM","Committed to Haverford College! :D (undeclared; maybe psych/econ) :demonic_cat:","","alphah (56),alphaa (41),alphav (40),alphae (40),alphar (38),alphaf (39),alphao (39),🇷 (38),alphad (37),🥳 (26),bigbrain (20),⭐ (20),🐐 (10)"
"304039505378148363","aschlemmer#9195","03/20/2022 12:57 AM","Committed to University of North Carolina at Chapel Hill for Biostatistics with a minor in Sports Journalism!","","🥳 (55),alphau (50),alphan (49),alphac (46),🇨 (34),🇭 (34),🧮 (24),💻 (23),🧬 (23),🇹 (15),alphaa (14),🇷 (14),👠 (12),⭐ (8),sadkek (3)"
"361318789691736064","Tropixz#0001","03/20/2022 7:55 PM","Committed to the University of Notre Dame. Going to major in Biochemistry and maybe Finance!","","🥳 (59),⭐ (36),alphan (44),alphao (45),alphat (43),alphar (42),alphae (43),alphad (43),alphaa (43),alpham (43),🇪 (43),alphaw (21),💸 (19)"
"595905439275941888","Basil (Not In This Economy)#0044","03/21/2022 11:34 AM","Committed to McGill University!! I'll be majoring in joint honours Economics and History :)))","","🎉 (47),🥳 (41),frogcool (28),MIT (39),alphac (38),alphag (38),alphai (37),alphal (38),🇱 (37),atada (18),carlvibe (17),🇭 (15),🇴 (15),🇳 (15),⭕ (15),🇷 (15),🇸 (15),⭐ (10),🇨🇦 (6),alphav (5)"
"701134003616612404","Jwupanda#4669","03/22/2022 10:23 AM","Committed to Rutgers! Majoring in pharm :)","","alphar (48),alphau (43),alphat (40),alphag (39),alphae (39),🇷 (40),alphas (40),🥳 (31),⭐ (20),stonks (20),❤️ (13)"
"183915760165322752","jordan69#3705","03/22/2022 10:35 AM","Committed to Keio University for Economics :)))","","🥳 (50),alphak (53),alphae (45),alphai (45),alphao (44),atada (24),carlvibe (26),🗾 (25),🇯🇵 (26),🇯 (21),🇦 (20),🇵 (20),🅰️ (20),🇳 (20),⭐ (22),🌮 (15)"
"820696965058527263","Zac N#2539","03/23/2022 12:42 PM","committed to MIT!","","alpham (222),alphai (142),alphat (139),peepocelebrate (47),RDJScream (43),howdy (36),⭐ (40),🥳 (33),👏 (24)"
"391664833797423107","josephDaCoder#0001","03/24/2022 11:58 AM","Committed to BYU for Computer Science!","","🥳 (50),alphab (51),alphay (50),alphau (48),💖 (18),🎉 (16),⭐ (18),☕ (12),✝️ (5)"
"673567322174128155","luckycat#0824","03/24/2022 11:27 PM","Committed to Georgia Tech for Comp Sci!","","alphag (78),alphae (57),alphao (55),alphar (53),🇬 (52),alphai (53),alphaa (52),😩 (24),alphat (38),⭐ (26),alphac (26),🎉 (26),alphab (21),🇪 (23),📧 (21),alphas (23),🥳 (25),peepono (8)"
"276771231687114753","NiceInferno#2099","03/25/2022 11:18 PM","This was a while ago but I committed to Amherst College hopefully for chemistry and poli sci !","","alphaa (58),alpham (50),alphah (49),alphae (48),alphar (47),alphas (48),alphat (47),chemistroo (19),🏛️ (19),atada (16),carlvibe (14),⭐ (15),teehee (11),alphag (11),🥳 (16)"
"619940171277664256","sticks#4672","03/26/2022 9:00 PM","Committed to Tufts (ED2) for biochem! 🐘","","alphat (63),alphau (54),alphaf (51),🇹 (50),alphas (51),🐘 (20),Tufts (19),⭐ (19),carlvibe (19),atada (19),🥳 (17)"
"673277436477046816","brynn#5775","03/26/2022 9:33 PM","committed to umaine for botany!!! 🐻","","alphau (49),alpham (43),alphaa (41),alphai (39),alphan (41),alphae (40),🐻 (19),🪴 (23),carlvibe (17),⭐ (16),atada (17),yougotthis (17),🥳 (13)"
"115538549574598659","yanjie#6306","03/27/2022 3:17 AM","Committed to UC Berkeley in the College of Engineering for electrical engineering and computer science! 🐻","","alphac (90),alphaa (70),alphal (69),🐻 (59),duckcool (24),smug (24),roohappy (23),blobheart (25),alphaw (26),🥳 (30),deadcat (18),⭐ (19),💻 (19),🥶 (14)"
"603958697349087265","Reiji#0027","03/28/2022 10:38 PM","Committed to Colby College for engineering(at least that's what on my admissions page)!","","🎉 (43),alphac (42),alphao (39),alphal (39),alphab (39),alphay (38),⭐ (14),carlvibe (15),atada (13),🥳 (16),hiro (12)"
"455866123288838145","megs#0943","03/29/2022 2:22 PM","committing to the university of washington in seattle! currently admitted for pre social sciences but im trying to get into pre engineering so i can do material sciences/engineering!","","alphau (52),alphad (45),🇺 (41),alphab (38),🇸 (26),🇪 (22),atada (17),🥳 (26),carlvibe (19),⭐ (19),doggohand (18),🐶 (16),🦮 (15),peepocelebrate (9)"
"699450441280258100","a_miki#3192","03/29/2022 2:42 PM","committed to san diego state university for speech, hearing, and language sciences :)","","alphas (64),alphad (53),🇸 (51),alphau (46),🥳 (32),⭐ (24),atada (19),carlvibe (20)"
"456226577798135808","Deleted User#0000","03/30/2022 4:41 PM","committed to UC irvine for urban studies!! 🤩","","alphai (56),alphar (43),alphav (44),🇮 (42),alphan (41),alphae (39),🥳 (25),⭐ (16),atada (12),carlvibe (13),alphau (16),alphac (16),ℹ️ (12),👏 (13),📈 (12),🌇 (11)"
"491174779278065689","Daggy#9889","03/31/2022 4:35 AM","Super late, but commited to Duke for CS and econ :)","","alphad (78),alphau (57),alphak (57),alphae (57),⭐ (29),😈 (24),uwukitty (17),frogcool (16),dogekek (12),🥳 (15),🇪 (9),🇸 (10),🇨 (10),alphac (9),alphao (9),alphan (9),👑 (8),🇱 (3)"
"281975763593592844","SilverZ#0668","03/31/2022 7:33 PM","Committed to UW-Madison for Chemical Engineering 😤","","alphau (46),alphaw (38),alpham (33),alphaa (28),alphad (29),alphai (27),alphas (26),alphao (27),alphan (26),⭐ (16),carlvibe (11),atada (11),🥳 (17),bigbrain (12),peepocelebrate (9)"
"598923540745682965","SandyCreek#3071","03/31/2022 7:43 PM","Committed to UT Austin for Computer Science under College of Natural Science with a planned second major in math, go longhorns :roohappy:🤠","","peepocelebrate (47),alphau (48),alphat (49),alphaa (39),🇺 (34),alphas (34),alphao (31),alphan (29),🇸 (21),🇦 (21),🇳 (21),🇩 (22),🇾 (22),✨ (17),💯 (16),🇹 (17),⭐ (20),🥳 (11)"
"728682263092658297","Bd_swag22#8091","03/31/2022 8:07 PM","Committed to Harvard for Math and Government! So stoked!!!","","⭐ (81),alphah (95),peepocelebrate (42),🥳 (41),frogcool (35),😎 (34),😹 (27),👑 (31),💯 (27),🔥 (31)"
"200616508328509442","BluLightShow#0001","03/31/2022 8:09 PM","Committed to UIUC for Electrical Engineering!!!!! Hyped 😄","","🎉 (38),alphau (35),alphai (35),🇺 (31),alphac (32),⭐ (20),atada (17),carlvibe (13),🥳 (11)"
"264971439092793345","g28ross#4528","03/31/2022 8:17 PM","Committed to Cornell University for the Nolan School of Hotel Administration!!!!! 🏩","","⭐ (52),🥳 (48),🇨 (21),alphac (26),alphao (23),alphar (23),alphan (24),alphae (24),alphal (25),🇱 (23),🎉 (12),carlvibe (11),🌽 (10)"
"747500763567227041","sesames#4080","03/31/2022 8:28 PM","Committed to UT Austin for Computer Science! :)","","🥳 (35),⭐ (28),alphau (30),alphat (28),alphaa (22),🇺 (21),alphas (20),🇹 (20),alphao (19),alphan (19),carlvibe (11),atada (11)"
"801277690233225237","1600.C#1268","03/31/2022 8:46 PM","COMMITTED TO USC for psychology and occupational therapy!","","⭐ (50),🥳 (38),💜 (25),alphau (40),alphas (37),alphac (36),carlvibe (18),atada (16),✌️ (21)"
"97122523086340096","Smaltin#2208","03/31/2022 10:43 PM","Committed to Cal Poly Pomona for Computer Engineering! :blobrainbow:","","alphac (37),alphaa (29),alphal (28),alphap (31),alphao (30),🇱 (29),alphay (29),carlvibe (13),⭐ (17),🥳 (17),atada (13),catsip (12)"
"756074482480709642","schramljk#8556","03/31/2022 11:41 PM","Committed to Carnegie Mellon for Mathematical Sciences under the Mellon College of Science!!","","⭐ (43),🥳 (38),alphac (36),Ⓜ️ (37),🇺 (35)"
"294527086654259201","Nathaniel#4258","04/01/2022 12:08 AM","Committed to UAlabama for Computer Science with Honors!","","🥳 (55),⭐ (42),alphau (35),🅾️ (29),🇫 (29),🅰️ (28),alphaa (31),zoopreverse (21)"
"760751384566956083","SahilPardasani#2873","04/01/2022 12:42 AM","Committed to Penn State-University Park for Computer Science","","🙏 (41),⭐ (30),💙 (21),🤍 (18),💻 (18),🇵 (23),alphas (24),🇺 (23),🥳 (7)"
"271805554840698880","NRZ#4263","04/01/2022 1:13 AM","Committed to Nanyang Tech for Engineering (it's not in China please :yaw: )","","🇨🇳 (39),🇳 (33),alphaa (31),alphan (33),🇾 (30),🇦 (30),🇬 (30),🧑‍💻 (18),🇸🇬 (29),🇹🇼 (17),🇭🇰 (13),🇲🇴 (11),⭐ (11),🥳 (9)"
"180869626933149696","weatherman#0490","04/01/2022 9:03 AM","Committed to Tufts University for Biochemistry (prevet)!","","⭐ (31),🥳 (26),alphat (36),alphau (29),alphaf (29),🇹 (30),alphas (29),carlvibe (13),🎉 (13),atada (13),x_PuddingJump (12),catyes (11),prisgroove (11),sphereflush (8)"
"668909204572209160","kevinmathz#8612","04/01/2022 3:16 PM","ComMITed a while ago 🙂","","⭐ (56),🥳 (32),alpham (68),alphai (53),alphat (54),❗ (19),upvote (20),hiro (13),confusedcat (13),📈 (11),alphah (12),😂 (12),🔌 (7)"
"171850083195813889","Maxony#7288","04/01/2022 3:31 PM","Committed to UMD for Computer Science 🐢","","💪 (31),alphau (42),alpham (39),alphad (36),⭐ (16),🥳 (14),upvote (12),hiro (12),🐢 (11),💻 (7),🇴 (7),🇲 (7),alphal (7),🇵 (7),❤️ (7),😎 (7),bonk (7),blobheart (6),duckheart (6),ghosthug (7)"
"716086880625492040","erin yang#9407","04/01/2022 9:14 PM","Committed to USC for Health and Human Sciences (planning on changing to Biochem) !!!","","alphau (51),alphas (43),alphac (44),carlvibe (16),atada (16),⭐ (20),🥳 (19),🧬 (10)"
"240674946957705218","iris 😈#6160","04/01/2022 10:21 PM","Committed to UNC Chapel Hill for medical anthropology and studio art !!!!","","alphau (41),alphan (34),alphac (34),⭐ (18),atada (17),carlvibe (16),🥳 (21),🏺 (12)"
"924784533780455474","dumbsocialist#4593","04/01/2022 11:36 PM","Committed to University of Illinois at Urbana-Champaign (UIUC) for Computer Science! 💙🧡","","alphau (47),alphai (44),🇺 (39),alphac (38),‼️ (16),🖥️ (18),atada (13),carlvibe (15),⭐ (18),🥳 (19)"
"454770667322212353","hunty#6364","04/02/2022 1:54 AM","Commited to Boston College for Finance & Computer Science ! 😁","","alphab (44),alphac (35),🥳 (24),⭐ (18),🦅 (9),🖥️ (8),📈 (8)"
"647958370774679563","Rohan#1254","04/02/2022 2:26 AM","Committed to UC Berkeley (not UCB 😏 ) for CS + Applied Math!!! 🐻","","alphau (59),alphac (52),alphab (49),alpham (23),alphaa (24),alphat (23),alphah (22),duckcool (19),salute (15),😂 (13),⭐ (14),🥳 (14),alphas (9),alphao (9),alphak (9),🅰️ (9)"
